day,market_price,peg_deviation_bps,supply,action,action_magnitude,in_band
0,1.0,0.0,1000999.0,hold,0.0,True
1,1.0248357076505616,248.35707650561645,1001625.0922221624,burn,-372.90777783756835,True
2,1.0177507980038825,177.50798003882463,1002233.0172120181,burn,-391.07501014431864,True
3,1.0058353088048837,58.35308804883699,1002930.8841144971,burn,-301.1330975210876,True
4,0.994060147885103,-59.39852114897004,1003776.4243655631,burn,-153.4597489340636,True
5,1.0725517741313693,725.5177413136926,1003469.825997968,burn,-1305.5983675950831,False
6,1.1137074481455183,1137.0744814551824,1002180.1316822628,burn,-2288.6943157051787,False
7,1.0875645921290533,875.6459212905332,1000716.599912579,burn,-2462.5317696837224,False
8,1.117068046754458,1170.6804675445803,998375.6586397694,burn,-3339.9412728096177,False
9,1.1305824628587853,1305.8246285878527,995255.7539719234,burn,-4118.904667845992,False
10,1.0224264083015717,224.2640830157172,993113.5500984173,burn,-3141.2038735060723,True
11,0.9706491440725926,-293.50855927407383,991638.0580912686,burn,-2474.4920071486786,True
12,0.9859003392931275,-140.99660706872518,990084.9146394106,burn,-2552.143451858068,True
13,1.0581495202213433,581.4952022134335,987532.5754022369,burn,-3551.339237173669,False
14,1.0462042660194846,462.0426601948457,984879.213347474,burn,-3652.362054762849,True
15,1.0177274895822068,177.27489582206823,982428.8293510447,burn,-3449.3839964292774,True
16,1.0233719380203758,233.71938020375848,979816.7684205472,burn,-3611.060930497459,True
17,0.9926380990127646,-73.61900987235437,977551.5103805974,burn,-3264.2580399498524,True
18,0.9781607825483295,-218.392174516705,975542.0670700719,burn,-3008.443310525508,True
19,0.977500659752735,-224.99340247264965,973654.9929200235,burn,-2886.074150048378,True
20,0.9258050032086316,-741.9499679136843,972638.0405355796,burn,-2015.9523844439368,False
21,0.9638808129580784,-361.1918704192163,971428.5084174427,burn,-2208.532118136834,True
22,0.9050434244666395,-949.5657553336046,971254.5035258629,burn,-1173.00489157979,False
23,0.844940121965447,-1550.59878034553,972417.4778026763,mint,163.97427681337277,False
24,0.8532569197977233,-1467.4308020227666,974213.2521052603,mint,796.7743025840366,False
25,0.8847620057687455,-1152.3799423125447,976264.9030029317,mint,1052.6508976714958,False
26,0.8923430129782847,-1076.5698702171533,978770.2687150647,mint,1506.365712133001,False
27,0.8871831161406804,-1128.1688385931966,981882.112772973,mint,2112.8440579083313,False
28,0.8738264103939614,-1261.7358960603865,985751.2593400612,mint,2870.1465670882326,False
29,0.8537004942081575,-1462.9950579184247,990551.1819195496,mint,3800.9225794883982,False
30,0.8988237825562333,-1011.762174437667,995423.7441894738,mint,3873.562269924204,False
31,0.9133885015180968,-866.114984819032,1000601.4557122812,mint,4178.711522807386,False
32,0.8958020151645653,-1041.9798483543475,1006498.1767807017,mint,4897.721068420568,False
33,0.731112308290715,-2688.8769170928495,1015434.5347385878,mint,7937.357957886099,False
34,0.7534725114637723,-2465.2748853622775,1025465.9752246535,mint,9032.440486065638,False
35,0.7885309997426729,-2114.6900025732707,1036311.4053128116,mint,9846.430088158148,False
36,0.815253030399809,-1847.4696960019098,1047941.325731382,mint,10630.920418570358,False
37,0.8422495032355493,-1577.5049676445074,1060234.2099175171,mint,11293.88418613513,False
38,0.8524037543184537,-1475.9624568154627,1073334.351204216,mint,12101.141286698787,False
39,0.8419299417495594,-1580.7005825044062,1087544.7420526182,mint,13211.390848402249,False
40,0.8095296245570984,-1904.7037544290158,1103318.138095352,mint,14774.39604273394,False
41,0.7458133576353788,-2541.866423646212,1121411.0539789419,mint,17093.915883589743,False
42,0.7696030489653751,-2303.9695103462486,1140809.3550289266,mint,18399.301049984762,False
43,0.7336717124965509,-2663.2828750344906,1162454.9864219937,mint,20646.631393067044,False
44,0.7624392806960449,-2375.6071930395506,1185538.7236378232,mint,22084.73721582957,False
45,0.7389990091096665,-2610.0099089033347,1210886.0413862048,mint,24348.317748381618,False
46,0.7512993682927375,-2487.0063170726253,1238110.7337182858,mint,26225.69233208093,False
47,0.7490523346726369,-2509.476653273631,1267506.3914412358,mint,28396.65772295006,False
48,0.7850508073607249,-2149.4919263927513,1298482.2169710188,mint,29976.82552978302,False
49,0.7967343436063629,-2032.6565639363714,1331358.6036510356,mint,31877.386680016698,False
50,0.7557775864248423,-2442.2241357515773,1367213.116086244,mint,34855.5124352083,False
51,0.7609075715043256,-2390.9242849567436,1405570.6280046264,mint,37358.511918382595,False
52,0.7840425729028275,-2159.5742709717247,1446168.7807800607,mint,39599.15277543432,False
53,0.7265343091497287,-2734.6569085027127,1490719.7599253873,mint,43551.97914532663,False
54,0.7589606059700996,-2410.3939402990036,1537925.6362097452,mint,46206.87628435783,False
55,0.7432211050569326,-2567.7889494306737,1588811.3185575802,mint,49886.68234783499,False
56,0.6912424178711619,-3087.5758212883807,1644626.2434611171,mint,54815.9249035368,False
57,0.6799189966789335,-3200.8100332106646,1705185.1472768057,mint,59559.90381568868,False
58,0.6506281524496812,-3493.718475503188,1771415.3646710766,mint,65231.21739427089,False
59,0.6067305971887453,-3932.6940281125467,1844440.0195093257,mint,72025.65483824903,False
60,0.575815465206487,-4241.84534793513,1924915.978667331,mint,79476.95915800521,False
61,0.6318168478282925,-3681.831521717075,2011325.2771958518,mint,85410.29852852075,False
62,0.6269728199660423,-3730.2718003395776,2105417.4601877183,mint,93093.18299186637,False
63,0.6118275805517299,-3881.7241944827006,2208269.8482014067,mint,101853.38801368832,False
64,0.5943957455652107,-4056.042544347893,2320961.2672008057,mint,111692.41899939899,False
65,0.5939355839937036,-4060.6441600629637,2444075.501827693,mint,122115.23462688738,False
66,0.5931225917338889,-4068.7740826611107,2577222.667976981,mint,132148.16614928812,False
67,0.5706335443786951,-4293.66455621305,2718148.5309987916,mint,139926.86302181066,False
68,0.5836843800228393,-4163.156199771607,2866371.034457459,mint,147223.5034586673,False
69,0.5818055568893973,-4181.944431106027,3022675.5905653653,mint,155305.55610790596,False
70,0.591838861645055,-4081.6113835494507,3187145.757192862,mint,163471.16662749692,False
71,0.634259370352466,-3657.4062964753393,3359158.732012647,mint,171013.97481978495,False
72,0.668058852677971,-3319.4114732202897,3539266.0986486906,mint,179108.36663604327,False
73,0.7401667377060294,-2598.332622939706,3726424.5941465087,mint,186159.495497818,False
74,0.7857528068395689,-2142.4719316043106,3921728.583952033,mint,194304.98980552432,False
75,0.8143476524578996,-1856.5234754210037,4126094.794329971,mint,203367.2103779382,False
76,0.7891407684422159,-2108.592315577841,4342098.785823139,mint,215004.99149316846,False
77,0.8372014313648434,-1627.9856863515663,4567271.599786341,mint,224173.81396320157,False
78,0.8208986905946735,-1791.0130940532654,4804814.223014973,mint,236543.62322863203,False
79,0.9002730186147614,-997.2698138523862,5050845.630351503,mint,245032.4073365301,False
80,0.9039178102091306,-960.8218979086936,5309239.874953677,mint,257395.24460217333,False
81,0.9363742573165508,-636.2574268344923,5579078.912002645,mint,268840.03704896895,False
82,0.8918275746230139,-1081.7242537698612,5865066.882575587,mint,284988.9705729415,False
83,0.9109132573173693,-890.8674268263072,6164544.223746211,mint,298478.34117062367,False
84,0.7984291854287825,-2015.708145712175,6486196.3569399305,mint,320653.13319371874,False
85,0.7649917140109961,-2350.0828598900393,6826748.273671253,mint,339552.9167313223,False
86,0.7908938004616968,-2091.0619953830324,7183359.841221936,mint,355612.56755068334,False
87,0.7661539979933197,-2338.460020066803,7560324.833081484,mint,375965.99185954774,False
88,0.7461397004262501,-2538.602995737499,7958532.738005567,mint,397208.9049240835,False
89,0.7484834968274658,-2515.1650317253416,8377475.398152319,mint,417943.6601467513,False
90,0.7672553269039784,-2327.4467309602164,8816846.295789065,mint,438371.89763674524,False
91,0.8042681298412195,-1957.3187015878045,9275944.98872229,mint,458099.69293322635,False
92,0.7614476418457296,-2385.5235815427045,9762869.223670095,mint,485925.2349478045,False
93,0.796499616826008,-2035.0038317399199,10271879.161132544,mint,508010.9374624492,False
94,0.7874703993774621,-2125.2960062253787,10808302.902946755,mint,535424.741814212,False
95,0.8131832100932188,-1868.167899067812,11369908.77262078,mint,560606.8696740244,False
96,0.8580175567379449,-1419.824432620551,11955546.485523853,mint,584638.7129030728,False
97,0.8157438126367534,-1842.5618736324657,12576351.643932713,mint,619806.1584088595,False
98,0.7711250566322071,-2288.749433677929,13234952.343832135,mint,657601.6998994212,False
99,0.7709377910462528,-2290.6220895374718,13928015.2352165,mint,692063.8913843645,False
100,0.7561618698967937,-2438.381301032063,14659376.808887366,mint,730362.5736708667,False
101,0.7889501638755781,-2110.4983612442184,15424283.240063753,mint,763907.4311763867,False
102,0.8267572015326333,-1732.4279846736667,16223217.86199556,mint,797935.6219318071,False
103,0.9207324255806482,-792.6757441935184,17048237.50638731,mint,824020.6443917489,False
104,0.9274986419013651,-725.013580986349,17914008.585430685,mint,864772.0790433771,False
105,0.926967952802023,-730.3204719797695,18823790.981907383,mint,908783.3964766957,False
106,0.9461262524213649,-538.7374757863506,19776120.612641074,mint,951330.6307336919,False
107,1.0076407865077783,76.4078650777833,20763659.066539828,mint,986539.4538987548,True
108,0.9399513193919383,-600.4868060806168,21815309.323182233,mint,1050651.2566424047,False
109,0.9397306190724748,-602.6938092752521,22920221.74121785,mint,1103913.4180356183,False
110,0.8659236131861314,-1340.7638681386857,24097962.433439095,mint,1176741.6922212443,False
111,0.7887156530377125,-2112.8434696228746,25354774.777669758,mint,1255813.344230664,False
112,0.779127455301918,-2208.7254469808204,26679514.25280715,mint,1323740.4751373946,False
113,0.7741564353692794,-2258.4356463072063,28074742.93146221,mint,1394229.6786550584,False
114,0.7873786714036882,-2126.213285963118,29539171.969456196,mint,1463430.0379939845,False
115,0.7499971191904168,-2500.028808095832,31090978.34881994,mint,1550807.3793637473,False
116,0.7276135552341911,-2723.8644476580885,32731213.876828197,mint,1639236.5280082552,False
117,0.6788123868269816,-3211.8761317301837,34473902.17528315,mint,1741689.2984549503,False
118,0.6237710670096255,-3762.289329903745,36328297.07836152,mint,1853395.9030783707,False
119,0.58797534140576,-4120.2465859424,38295392.47428981,mint,1966096.3959282963,False
120,0.6288279512706552,-3711.7204872934485,40353302.89082007,mint,2056911.4165302557,False
121,0.6565856011387899,-3434.1439886121007,42510546.08790423,mint,2156244.197084157,False
122,0.6418352616168402,-3581.647383831598,44789330.17848044,mint,2277785.0905762063,False
123,0.5840094998172621,-4159.905001827378,47216115.04604242,mint,2425785.8675619806,False
124,0.5976670606415455,-4023.329393584545,49767885.78186015,mint,2550771.735817733,False
125,0.665414082214004,-3345.85917785996,52423795.40835908,mint,2654910.6264989306,False
126,0.6719133969011833,-3280.8660309881666,55217979.62834779,mint,2793185.2199887126,False
127,0.7166252465986874,-2833.747534013126,58136351.4233702,mint,2917372.795022407,False
128,0.7520337935707861,-2479.6620642921384,61188326.4997196,mint,3050976.0763493977,False
129,0.708695388131396,-2913.0461186860402,64426986.241724476,mint,3237660.7420048825,False
130,0.6555160061854315,-3444.839938145685,67871275.20911056,mint,3443289.967386079,False
131,0.6542168999089111,-3457.831000910889,71500525.36905551,mint,3628251.1599449455,False
132,0.6367276298354136,-3632.7237016458635,75336292.29069659,mint,3834767.921641075,False
133,0.6235304371385486,-3764.6956286145137,79387724.11549424,mint,4050432.8247976406,False
134,0.6260307540529747,-3739.692459470253,83654994.99451816,mint,4266271.879023931,False
135,0.5980747161349697,-4019.2528386503036,88174974.32034306,mint,4518980.325824902,False
136,0.5880624296253347,-4119.375703746653,92947947.88325392,mint,4771974.5629108595,False
137,0.6042216896624428,-3957.7831033755715,97964212.0950424,mint,5015265.211788472,False
138,0.5658272741376927,-4341.727258623073,103288755.58981709,mint,5323544.494774697,False
139,0.6334163593171082,-3665.8364068289184,108832832.04996516,mint,5543077.46014806,False
140,0.6917987808926311,-3082.0121910736884,114610896.76763049,mint,5777065.717665326,False
141,0.6923225859645757,-3076.7741403542427,120695072.44938947,mint,6083176.681758979,False
142,0.707625477291822,-2923.74522708178,127083706.71386513,mint,6387635.264475666,False
143,0.6918985454901363,-3081.014545098637,133830437.79838885,mint,6745732.084523725,False
144,0.6341550329158733,-3658.449670841267,141012570.60942036,mint,7181133.811031501,False
145,0.6096823852828765,-3903.1761471712343,148614595.04194537,mint,7601025.432525007,False
146,0.660325705372464,-3396.7429462753594,156551129.37146494,mint,7935535.329519565,False
147,0.6708171923643719,-3291.828076356281,164895024.24308845,mint,8342895.87162352,False
148,0.6167417025817726,-3832.5829741822736,173772748.31768432,mint,8876725.074595857,False
149,0.6283764196386625,-3716.2358036133746,183108165.24255902,mint,9334417.924874691,False
150,0.6802599206612003,-3197.4007933879966,192850042.69750935,mint,9740878.45495033,False
151,0.6554052162119575,-3445.947837880425,203158095.02005345,mint,10307053.322544098,False
152,0.6134619127362938,-3865.380872637062,214102282.18566802,mint,10943188.16561457,False
153,0.6061803664067906,-3938.196335932094,225651572.11816972,mint,11548290.932501698,False
154,0.6629190208720054,-3370.8097912799462,237695778.25279185,mint,12043207.134622127,False
155,0.6199969210086174,-3800.0307899138265,250484817.44142458,mint,12788040.18863273,False
156,0.6167382635444271,-3832.617364555729,263970069.77437937,mint,13484253.332954805,False
157,0.6643217067513845,-3356.7829324861555,278055662.48800415,mint,14084593.713624785,False
158,0.7082753502938367,-2917.246497061633,292770601.51978564,mint,14713940.03178149,False
159,0.7103473709576711,-2896.526290423289,308258148.34014004,mint,15486547.820354382,False
160,0.7937420432147397,-2062.579567852603,324307861.7155375,mint,16048714.375397451,False
161,0.7857070907038529,-2142.929092961471,341219222.5532607,mint,16910361.837723225,False
162,0.788099435504441,-2119.0056449555905,359004228.13968146,mint,17784006.586420752,False
163,0.7133333490625193,-2866.6665093748065,377984583.94419754,mint,18979356.80451605,False
164,0.7590059705694421,-2409.9402943055793,397795732.42088085,mint,19810149.47668333,False
165,0.7850720766727477,-2149.279233272523,418541492.14870155,mint,20744760.727820676,False
166,0.7878579997593865,-2121.4200024061347,440357468.0494178,mint,21814976.900716245,False
167,0.7686960024554146,-2313.039975445854,463394904.8789731,mint,23036437.829555314,False
168,0.776675000133766,-2233.2499986623397,487600525.7936229,mint,24204621.91464976,False
169,0.7525111976269251,-2474.888023730749,513188307.7849555,mint,25586782.9913326,False
170,0.7391357384809882,-2608.642615190118,540187447.0635084,mint,26998140.278552912,False
171,0.7525146094881877,-2474.853905118123,568534703.4295447,mint,28346257.366036337,False
172,0.7743869784163805,-2256.130215836195,598245125.9241807,mint,29709423.494636104,False
173,0.7957498762371072,-2042.5012376289276,629380297.6304954,mint,31134172.70631465,False
174,0.7674956645054419,-2325.0433549455806,662313647.9907596,mint,32932351.360264227,False
175,0.698894153919587,-3011.0584608041304,697424594.5037862,mint,35109947.5130266,False
176,0.6562416884030066,-3437.583115969934,734694278.2397039,mint,37268684.73591771,False
177,0.7071942544605022,-2928.0574553949778,773581218.2105249,mint,38885940.97082099,False
178,0.6916530286470974,-3083.4697135290257,814646592.3783582,mint,41064375.16783329,False
179,0.6920730871364966,-3079.2691286350337,857888437.0999346,mint,43240845.721576326,False
180,0.7242868084073231,-2757.131915926769,903149169.5451641,mint,45259733.44522949,False
181,0.7156234401402745,-2843.7655985972556,950875971.5611765,mint,47725803.01601242,False
182,0.7461796561666333,-2538.2034383336672,950876970.5611765,hold,0.0,False
183,0.7360674122187477,-2639.325877812523,950877969.5611765,hold,0.0,False
184,0.7135034613840756,-2864.9653861592437,950878968.5611765,hold,0.0,False
185,0.7817257241486579,-2182.7427585134205,950879967.5611765,hold,0.0,False
186,0.8233614947729955,-1766.3850522700452,950880966.5611765,hold,0.0,False
187,0.8729658516710881,-1270.3414832891192,999633957.4267281,mint,48751991.865551546,False
188,0.8207336653876828,-1792.6633461231722,999634956.4267281,hold,0.0,False
189,0.792043008703651,-2079.5699129634904,999635955.4267281,hold,0.0,False
190,0.7916938347118305,-2083.061652881695,999636954.4267281,hold,0.0,False
191,0.7794585030174899,-2205.4149698251013,999637953.4267281,hold,0.0,False
192,0.8107854489040728,-1892.145510959272,999638952.4267281,hold,0.0,False
193,0.8356701302842743,-1643.2986971572573,999639951.4267281,hold,0.0,False
194,0.8924071510393757,-1075.9284896062427,999640950.4267281,hold,0.0,False
195,0.8730729980948972,-1269.2700190510275,999641949.4267281,hold,0.0,False
196,0.8819706040850115,-1180.293959149885,999642948.4267281,hold,0.0,False
197,0.9328759337437451,-671.2406625625489,999643947.4267281,hold,0.0,False
198,0.9106090373606122,-893.9096263938784,999644946.4267281,hold,0.0,False
199,0.880366461723815,-1196.3353827618496,999645945.4267281,hold,0.0,False
200,0.9402362832765274,-597.6371672347258,999646944.4267281,hold,0.0,False
201,0.8444696479840144,-1555.3035201598564,999647943.4267281,hold,0.0,False
202,0.910761878347685,-892.3812165231504,999648942.4267281,hold,0.0,False
203,0.896994608618512,-1030.0539138148802,999649941.4267281,hold,0.0,False
204,0.8967899669682948,-1032.1003303170517,999650940.4267281,hold,0.0,False
205,0.9537871673527729,-462.1283264722709,999651939.4267281,hold,0.0,True
206,0.990549134050881,-94.50865949119036,999652938.4267281,hold,0.0,True
207,0.918951748730504,-810.48251269496,999653937.4267281,hold,0.0,False
208,0.8801656940882492,-1198.3430591175081,999654936.4267281,hold,0.0,False
209,0.8832309883788169,-1167.6901162118313,999655935.4267281,hold,0.0,False
210,0.9266640624078073,-733.359375921927,999656934.4267281,hold,0.0,False
211,0.9486087363667685,-513.9126363323154,999657933.4267281,hold,0.0,False
212,0.951186608019724,-488.1339198027601,999658932.4267281,hold,0.0,True
213,0.930643726139302,-693.5627386069798,999659931.4267281,hold,0.0,False
214,1.01719205740996,171.92057409959995,999660930.4267281,hold,0.0,True
215,1.0115501032181875,115.50103218187502,999661929.4267281,hold,0.0,True
216,1.0609293831014284,609.2938310142837,999662928.4267281,hold,0.0,False
217,1.0525626840148863,525.6268401488628,999663927.4267281,hold,0.0,False
218,0.9812485120821023,-187.51487917897714,999664926.4267281,hold,0.0,True
219,0.887406490886152,-1125.9350911384802,999665925.4267281,hold,0.0,False
220,0.9034896890030146,-965.1031099698537,999666924.4267281,hold,0.0,False
221,0.9370074857558118,-629.9251424418817,999667923.4267281,hold,0.0,False
222,1.0061894950524843,61.894950524843395,999668922.4267281,hold,0.0,True
223,1.002486158481039,24.86158481038947,999669921.4267281,hold,0.0,True
224,0.9883400167015519,-116.59983298448084,999670920.4267281,hold,0.0,True
225,1.002941629772719,29.416297727189455,999671919.4267281,hold,0.0,True
226,0.9479129370804887,-520.8706291951127,999672918.4267281,hold,0.0,False
227,0.9609768436842736,-390.2315631572639,999673917.4267281,hold,0.0,True
228,0.9743691628046839,-256.30837195316116,999674916.4267281,hold,0.0,True
229,0.9690769417804415,-309.2305821955854,999675915.4267281,hold,0.0,True
230,0.9663884820953452,-336.1151790465477,999676914.4267281,hold,0.0,True
231,1.0396520030679686,396.52003067968565,999677913.4267281,hold,0.0,True
232,1.0558944073554213,558.9440735542129,999678912.4267281,hold,0.0,False
233,1.0393684082116517,393.6840821165166,999679911.4267281,hold,0.0,True
234,0.9562644873023931,-437.35512697606896,999680910.4267281,hold,0.0,True
235,0.8908277810441053,-1091.7221895589469,999681909.4267281,hold,0.0,False
236,0.9146793300864804,-853.2066991351961,999682908.4267281,hold,0.0,False
237,0.8768164957461875,-1231.8350425381252,999683907.4267281,hold,0.0,False
238,0.8634948282733655,-1365.0517172663447,999684906.4267281,hold,0.0,False
239,0.8684539424618947,-1315.4605753810533,999685905.4267281,hold,0.0,False
240,0.9358139595612718,-641.8604043872822,999686904.4267281,hold,0.0,False
241,0.9838483471116569,-161.51652888343082,999687903.4267281,hold,0.0,True
242,0.9920186238438073,-79.81376156192654,999688902.4267281,hold,0.0,True
243,1.0658766510557145,658.766510557145,999689901.4267281,hold,0.0,False
244,1.1126593185953146,1126.5931859531463,999690900.4267281,hold,0.0,False
245,1.016365714184777,163.6571418477706,999691899.4267281,hold,0.0,True
246,1.0897645355766457,897.6453557664565,999692898.4267281,hold,0.0,False
247,1.100669505194817,1006.6950519481699,999693897.4267281,hold,0.0,False
248,0.9811992143501852,-188.007856498148,999694896.4267281,hold,0.0,True
249,1.0293538900949373,293.53890094937276,999695895.4267281,hold,0.0,True
250,1.0463742853384534,463.74285338453444,999696894.4267281,hold,0.0,True
251,1.0456042449704255,456.0424497042548,999697893.4267281,hold,0.0,True
